system:index,mean_temp_NovApr_1991to2020,precip2022,precip2023,sampledate,surveyyear,temp2022,temp2023,treeholeid,.geo
0000000000000000001e,11.879880237579346,353.0751864332706,1157.4912698954577,1/17/22,2022,12.287508010864258,10.434059143066406,JR.A,"{""type"":""Point"",""coordinates"":[-122.23702950013919,37.408049766111276]}"
0000000000000000001f,11.879880237579346,353.0751864332706,1157.4912698954577,1/17/22,2022,12.287508010864258,10.434059143066406,JR.K,"{""type"":""Point"",""coordinates"":[-122.23387691569438,37.40869187666297]}"
00000000000000000020,8.47848375638326,424.0467894077301,1100.7896727621555,1/21/22,2022,9.893279075622559,6.562371253967285,JUL.01,"{""type"":""Point"",""coordinates"":[-116.58516796500813,33.043981074316434]}"
00000000000000000021,8.47848375638326,424.0467894077301,1100.7896727621555,1/21/22,2022,9.893279075622559,6.562371253967285,JUL.03,"{""type"":""Point"",""coordinates"":[-116.58608208072405,33.04339247297738]}"
00000000000000000022,8.47848375638326,424.0467894077301,1100.7896727621555,1/21/22,2022,9.893279075622559,6.562371253967285,JUL.05,"{""type"":""Point"",""coordinates"":[-116.58809759440024,33.04419065206595]}"
00000000000000000023,12.476873111724853,243.05799528211355,681.3459811583161,1/21/22,2022,14.676460266113281,11.437013626098633,RAM.02,"{""type"":""Point"",""coordinates"":[-116.7689498149259,33.000032174333676]}"
00000000000000000024,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.01,"{""type"":""Point"",""coordinates"":[-117.24723745301954,33.155610210088405]}"
00000000000000000025,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.02,"{""type"":""Point"",""coordinates"":[-117.2474158170617,33.15351889169434]}"
00000000000000000026,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.03,"{""type"":""Point"",""coordinates"":[-117.2474158170617,33.15351889169434]}"
00000000000000000027,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.04,"{""type"":""Point"",""coordinates"":[-117.24680492021739,33.15342970967327]}"
00000000000000000028,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.05,"{""type"":""Point"",""coordinates"":[-117.2440046047558,33.15302839057846]}"
00000000000000000029,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.06,"{""type"":""Point"",""coordinates"":[-117.24053542413621,33.15409411573023]}"
0000000000000000002a,14.361687914530437,172.57489616575185,601.8007886841078,1/22/22,2022,14.498701095581055,12.598358154296875,BVP.07,"{""type"":""Point"",""coordinates"":[-117.24883381119668,33.150080924782124]}"
0000000000000000002b,15.052440325419107,241.938691675663,727.260275112465,1/23/22,2022,15.07846450805664,12.31373119354248,ONP.01,"{""type"":""Point"",""coordinates"":[-117.60045622476615,33.647172592018165]}"
0000000000000000002c,15.052440325419107,241.938691675663,727.260275112465,1/23/22,2022,15.07846450805664,12.31373119354248,ONP.02,"{""type"":""Point"",""coordinates"":[-117.60156208182741,33.6472261012308]}"
0000000000000000002d,14.833160432179769,201.25929819559678,616.7169827753678,1/23/22,2022,15.132046699523926,12.531501770019531,WHIT.01,"{""type"":""Point"",""coordinates"":[-117.64726340852415,33.67806078501538]}"
0000000000000000002e,14.833160432179769,201.25929819559678,616.7169827753678,1/23/22,2022,15.132046699523926,12.531501770019531,WHIT.02,"{""type"":""Point"",""coordinates"":[-117.6643596019631,33.68170832967711]}"
0000000000000000002f,13.40394468307495,217.34999217651784,650.199683641782,1/24/22,2022,13.930699348449707,11.017989158630371,EMO.01,"{""type"":""Point"",""coordinates"":[-117.04293036095278,33.46648089913043]}"
00000000000000000030,13.40394468307495,217.34999217651784,650.199683641782,1/24/22,2022,13.930699348449707,11.017989158630371,EMO.02,"{""type"":""Point"",""coordinates"":[-117.04247107354426,33.46612863014721]}"
00000000000000000031,13.40394468307495,217.34999217651784,650.199683641782,1/24/22,2022,13.930699348449707,11.017989158630371,EMO.03,"{""type"":""Point"",""coordinates"":[-117.04250228725164,33.46598147981245]}"
00000000000000000032,13.40394468307495,217.34999217651784,650.199683641782,1/24/22,2022,13.930699348449707,11.017989158630371,EMO.07,"{""type"":""Point"",""coordinates"":[-117.03807885900663,33.4670784186716]}"
00000000000000000033,10.665486685434978,260.9561906713061,794.600172861712,1/24/22,2022,11.86484432220459,8.0653715133667,EMO.09,"{""type"":""Point"",""coordinates"":[-116.79316719274715,33.38542781928195]}"
00000000000000000034,14.297799905141195,163.54699368029833,480.1044887668104,1/25/22,2022,14.920570373535156,12.234796524047852,MON.01,"{""type"":""Point"",""coordinates"":[-117.51124744909093,33.77716430592822]}"
00000000000000000035,14.297799905141195,163.54699368029833,480.1044887668104,1/25/22,2022,14.920570373535156,12.234796524047852,MON.02,"{""type"":""Point"",""coordinates"":[-117.51261639311436,33.77740955648616]}"
00000000000000000036,14.297799905141195,163.54699368029833,480.1044887668104,1/25/22,2022,14.920570373535156,12.234796524047852,MON.03,"{""type"":""Point"",""coordinates"":[-117.51241127446588,33.77425697204137]}"
00000000000000000037,13.514913050333659,186.18439343263162,565.053786279168,1/25/22,2022,14.089361190795898,11.247492790222168,MUR.01,"{""type"":""Point"",""coordinates"":[-117.24687180673314,33.576460167512614]}"
00000000000000000038,13.514913050333659,186.18439343263162,565.053786279168,1/25/22,2022,14.089361190795898,11.247492790222168,MUR.02,"{""type"":""Point"",""coordinates"":[-117.24896312512722,33.563020436937535]}"
00000000000000000039,13.514913050333659,186.18439343263162,565.053786279168,1/25/22,2022,14.089361190795898,11.247492790222168,MUR.03,"{""type"":""Point"",""coordinates"":[-117.24980143612528,33.56280194098593]}"
0000000000000000003a,14.343946011861165,158.30319674313068,393.4165888428688,1/25/22,2022,15.713382720947266,12.872103691101074,RivCo.01,"{""type"":""Point"",""coordinates"":[-117.50359117258219,33.96357702546753]}"
0000000000000000003b,14.343946011861165,158.30319674313068,393.4165888428688,1/25/22,2022,15.713382720947266,12.872103691101074,RivCo.02,"{""type"":""Point"",""coordinates"":[-117.50319877168948,33.9628323555916]}"
0000000000000000003c,15.06077636082967,188.93589888419956,639.6102864270797,1/26/22,2022,15.076170921325684,12.600683212280273,CAS.01,"{""type"":""Point"",""coordinates"":[-117.55720294454771,33.539458546971126]}"
0000000000000000003d,15.06077636082967,188.93589888419956,639.6102864270797,1/26/22,2022,15.076170921325684,12.600683212280273,CAS.02,"{""type"":""Point"",""coordinates"":[-117.55938790406393,33.543971157237216]}"
0000000000000000003e,15.06077636082967,188.93589888419956,639.6102864270797,1/26/22,2022,15.076170921325684,12.600683212280273,CAS.03,"{""type"":""Point"",""coordinates"":[-117.56011919663668,33.5442788352099]}"
0000000000000000003f,15.06077636082967,188.93589888419956,639.6102864270797,1/26/22,2022,15.076170921325684,12.600683212280273,CAS.04,"{""type"":""Point"",""coordinates"":[-117.55936114945759,33.54454638127311]}"
00000000000000000040,15.234517669677734,231.0459948494099,692.6884773820639,1/26/22,2022,15.437326431274414,12.91882610321045,POW.01,"{""type"":""Point"",""coordinates"":[-117.92397292439577,33.963942671753905]}"
00000000000000000041,15.234517669677734,231.0459948494099,692.6884773820639,1/26/22,2022,15.437326431274414,12.91882610321045,POW.02,"{""type"":""Point"",""coordinates"":[-117.92432073427794,33.96388916254127]}"
00000000000000000042,12.234337902069091,429.4020883764606,1232.513871412957,1/27/22,2022,13.946514129638672,10.373461723327637,CLA.01,"{""type"":""Point"",""coordinates"":[-117.68245017493695,34.16373715355461]}"
00000000000000000043,12.234337902069091,429.4020883764606,1232.513871412957,1/27/22,2022,13.946514129638672,10.373461723327637,CLA.02,"{""type"":""Point"",""coordinates"":[-117.68212020145894,34.1639199766978]}"
00000000000000000044,12.234337902069091,429.4020883764606,1232.513871412957,1/27/22,2022,13.946514129638672,10.373461723327637,CLA.05A,"{""type"":""Point"",""coordinates"":[-117.6819908875284,34.16507934297169]}"
00000000000000000045,13.905178101857503,302.6856969896471,832.478681370616,1/27/22,2022,14.489593505859375,11.660780906677246,CLA.06,"{""type"":""Point"",""coordinates"":[-117.76855987537999,34.1335757940291]}"
00000000000000000046,13.641460355122884,407.13048384082504,1125.958172928542,1/27/22,2022,14.77719497680664,11.581809043884277,CLA.08,"{""type"":""Point"",""coordinates"":[-117.82544016841779,34.16033485945083]}"
00000000000000000047,13.641460355122884,407.13048384082504,1125.958172928542,1/27/22,2022,14.77719497680664,11.581809043884277,CLA.09,"{""type"":""Point"",""coordinates"":[-117.82077594871586,34.16260454188702]}"
00000000000000000048,13.641460355122884,407.13048384082504,1125.958172928542,1/27/22,2022,14.77719497680664,11.581809043884277,CLA.10,"{""type"":""Point"",""coordinates"":[-117.81958982783567,34.163014779183946]}"
00000000000000000049,14.311270936330159,281.39288875693455,724.4138843007386,1/27/22,2022,15.32197093963623,12.723857879638672,CLA.11,"{""type"":""Point"",""coordinates"":[-117.82868193488365,34.0916513259246]}"
0000000000000000004a,14.06796449025472,291.55879237595946,796.5762838521041,1/28/22,2022,15.298301696777344,12.2471923828125,DEX.01,"{""type"":""Point"",""coordinates"":[-118.37517152358974,34.295316307439684]}"
0000000000000000004b,14.06796449025472,291.55879237595946,796.5762838521041,1/28/22,2022,15.298301696777344,12.2471923828125,DEX.02,"{""type"":""Point"",""coordinates"":[-118.37538556044028,34.294023168134196]}"
0000000000000000004c,14.06796449025472,291.55879237595946,796.5762838521041,1/28/22,2022,15.298301696777344,12.2471923828125,DEX.03,"{""type"":""Point"",""coordinates"":[-118.37517152358974,34.294625146776404]}"
0000000000000000004d,14.06796449025472,291.55879237595946,796.5762838521041,1/28/22,2022,15.298301696777344,12.2471923828125,DEX.04,"{""type"":""Point"",""coordinates"":[-118.37497978224444,34.29483472452591]}"
0000000000000000004e,14.737440554300944,287.55469378017006,835.4321770551614,1/28/22,2022,15.874204635620117,12.880999565124512,GP.11,"{""type"":""Point"",""coordinates"":[-118.29641488078377,34.14641800506302]}"
0000000000000000004f,14.737440554300944,287.55469378017006,835.4321770551614,1/28/22,2022,15.874204635620117,12.880999565124512,GP.12,"{""type"":""Point"",""coordinates"":[-118.29413628014545,34.14504014283751]}"
00000000000000000050,15.05638443628947,293.9006890207529,839.1393850668101,1/28/22,2022,15.873779296875,13.245615005493164,GP.13,"{""type"":""Point"",""coordinates"":[-118.29017213930895,34.13506067467989]}"
00000000000000000051,15.05638443628947,293.9006890207529,839.1393850668101,1/28/22,2022,15.873779296875,13.245615005493164,GP.14,"{""type"":""Point"",""coordinates"":[-118.28730939643265,34.13567603062527]}"
00000000000000000052,14.056708081563313,410.91128720130655,1046.4117869138718,1/28/22,2022,14.850111961364746,11.928765296936035,HAH.01,"{""type"":""Point"",""coordinates"":[-118.17581849279331,34.19401890880855]}"
00000000000000000053,14.855951118469239,338.33698964491487,874.4480786384374,1/28/22,2022,15.736828804016113,13.185078620910645,HAH.02,"{""type"":""Point"",""coordinates"":[-118.16611548890103,34.142988956352916]}"
00000000000000000054,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.01,"{""type"":""Point"",""coordinates"":[-118.60096702363309,34.09492430609783]}"
00000000000000000055,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.02,"{""type"":""Point"",""coordinates"":[-118.60139063823313,34.09483512407676]}"
00000000000000000056,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.03,"{""type"":""Point"",""coordinates"":[-118.5912149696292,34.094491773295644]}"
00000000000000000057,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.04,"{""type"":""Point"",""coordinates"":[-118.59241892691362,34.092280059173135]}"
00000000000000000058,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.05,"{""type"":""Point"",""coordinates"":[-118.59235204039781,34.09254314613529]}"
00000000000000000059,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.06,"{""type"":""Point"",""coordinates"":[-118.59154494310714,34.09245396411422]}"
0000000000000000005a,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.07,"{""type"":""Point"",""coordinates"":[-118.58855288630032,34.094304491051396]}"
0000000000000000005b,15.334732023874919,412.02488915622234,907.5069787465618,1/29/22,2022,14.092995643615723,11.417893409729004,TOP.08,"{""type"":""Point"",""coordinates"":[-118.60305388292609,34.09442042767879]}"
0000000000000000005c,14.90826317469279,313.85768636432476,818.3792726034299,1/30/22,2022,15.68529987335205,13.06246280670166,CLA.12,"{""type"":""Point"",""coordinates"":[-117.8569035854509,34.12526848876653]}"
0000000000000000005d,14.90826317469279,313.85768636432476,818.3792726034299,1/30/22,2022,15.68529987335205,13.06246280670166,CLA.13,"{""type"":""Point"",""coordinates"":[-117.85873181688282,34.12359632587149]}"
0000000000000000005e,15.234517669677734,231.0459948494099,692.6884773820639,1/30/22,2022,15.437326431274414,12.91882610321045,POW.03,"{""type"":""Point"",""coordinates"":[-117.9249004174149,33.96284573289477]}"
0000000000000000005f,14.110365676879884,332.41638843686087,807.3192808348686,2/16/22,2022,14.540513038635254,11.888169288635254,THO.02,"{""type"":""Point"",""coordinates"":[-118.86088802403846,34.167906413039574]}"
00000000000000000060,14.110365676879884,332.41638843686087,807.3192808348686,2/16/22,2022,14.540513038635254,11.888169288635254,THO.03,"{""type"":""Point"",""coordinates"":[-118.87460421887883,34.17075577861273]}"
00000000000000000061,14.110365676879884,332.41638843686087,807.3192808348686,2/16/22,2022,14.540513038635254,11.888169288635254,THO.04,"{""type"":""Point"",""coordinates"":[-118.88374537603839,34.1740242996849]}"
00000000000000000062,14.115862274169922,293.0384931731969,704.4902828987688,2/16/22,2022,14.844045639038086,12.327693939208984,THO.06,"{""type"":""Point"",""coordinates"":[-118.81569503486176,34.21242607795719]}"
00000000000000000063,14.115862274169922,293.0384931731969,704.4902828987688,2/16/22,2022,14.844045639038086,12.327693939208984,THO.10,"{""type"":""Point"",""coordinates"":[-118.81549437531434,34.212265550319266]}"
00000000000000000064,14.115862274169922,293.0384931731969,704.4902828987688,2/16/22,2022,14.844045639038086,12.327693939208984,THO.11A,"{""type"":""Point"",""coordinates"":[-118.81122701560622,34.212265550319266]}"
00000000000000000065,14.144989776611329,310.64959224965423,726.3699795026332,2/16/22,2022,15.069547653198242,11.954648971557617,THO.12,"{""type"":""Point"",""coordinates"":[-118.81044667292183,34.21206489077185]}"
00000000000000000066,14.115862274169922,293.0384931731969,704.4902828987688,2/16/22,2022,14.844045639038086,12.327693939208984,THO.13,"{""type"":""Point"",""coordinates"":[-118.82650835491636,34.20995573597357]}"
00000000000000000067,14.015216700236003,347.50919088581577,1045.1102750019636,2/17/22,2022,14.502418518066406,12.486364364624023,SB.01,"{""type"":""Point"",""coordinates"":[-119.5562669969191,34.43405231851555]}"
00000000000000000068,13.80418519973755,327.6460888737638,1117.9329658802599,2/17/22,2022,15.223102569580078,12.546957015991211,SB.02,"{""type"":""Point"",""coordinates"":[-119.71085511223997,34.44311321185615]}"
00000000000000000069,12.356053670247396,357.7449924433604,1176.0205633426667,2/17/22,2022,14.388911247253418,11.849939346313477,SB.04,"{""type"":""Point"",""coordinates"":[-119.81218818367955,34.5427607430975]}"
0000000000000000006a,12.571125984191895,375.2912853434682,1189.9142608330876,2/17/22,2022,14.53154182434082,11.884042739868164,SB.05,"{""type"":""Point"",""coordinates"":[-119.80285528517469,34.54099493908034]}"
0000000000000000006b,12.571125984191895,375.2912853434682,1189.9142608330876,2/17/22,2022,14.53154182434082,11.884042739868164,SB.06,"{""type"":""Point"",""coordinates"":[-119.80302473101469,34.54011203707176]}"
0000000000000000006c,12.571125984191895,375.2912853434682,1189.9142608330876,2/17/22,2022,14.53154182434082,11.884042739868164,SB.07,"{""type"":""Point"",""coordinates"":[-119.8020571060861,34.53986678651382]}"
0000000000000000006d,12.571125984191895,375.2912853434682,1189.9142608330876,2/17/22,2022,14.53154182434082,11.884042739868164,SB.08,"{""type"":""Point"",""coordinates"":[-119.80095124902486,34.539666126966424]}"
0000000000000000006e,12.571125984191895,375.2912853434682,1189.9142608330876,2/17/22,2022,14.53154182434082,11.884042739868164,SB.09,"{""type"":""Point"",""coordinates"":[-119.80161119598075,34.5398489501096]}"
0000000000000000006f,12.356053670247396,357.7449924433604,1176.0205633426667,2/17/22,2022,14.388911247253418,11.849939346313477,SB.10,"{""type"":""Point"",""coordinates"":[-119.82124015881801,34.54335826263868]}"
00000000000000000070,12.780085213979085,340.2793893995695,1135.5118745067448,2/18/22,2022,14.160271644592285,11.636834144592285,OJA.01,"{""type"":""Point"",""coordinates"":[-119.3410796982819,34.41890475223699]}"
00000000000000000071,12.056818962097168,415.9745826944709,1337.063271123916,2/18/22,2022,13.451318740844727,10.834733009338379,OJA.02,"{""type"":""Point"",""coordinates"":[-119.27168270858718,34.515216875890374]}"
00000000000000000072,12.056818962097168,415.9745826944709,1337.063271123916,2/18/22,2022,13.451318740844727,10.834733009338379,OJA.03,"{""type"":""Point"",""coordinates"":[-119.27227576902723,34.517192257657044]}"
00000000000000000073,12.019164021809896,355.637890227139,1213.4935839088866,2/18/22,2022,13.404969215393066,10.78944206237793,OJA.04,"{""type"":""Point"",""coordinates"":[-119.16084729280269,34.41842316932322]}"
00000000000000000074,12.019164021809896,355.637890227139,1213.4935839088866,2/18/22,2022,13.404969215393066,10.78944206237793,OJA.05,"{""type"":""Point"",""coordinates"":[-119.1630322523189,34.41612227317964]}"
00000000000000000075,13.199280961354573,329.918588578701,1086.2494791653007,2/18/22,2022,13.861038208007812,11.55577278137207,OJA.06,"{""type"":""Point"",""coordinates"":[-119.31663490630693,34.3568073109667]}"
00000000000000000076,13.199280961354573,329.918588578701,1086.2494791653007,2/18/22,2022,13.861038208007812,11.55577278137207,OJA.07,"{""type"":""Point"",""coordinates"":[-119.31552459014462,34.35677163815828]}"
00000000000000000077,13.199280961354573,329.918588578701,1086.2494791653007,2/18/22,2022,13.861038208007812,11.55577278137207,OJA.08,"{""type"":""Point"",""coordinates"":[-119.31591699103733,34.35691878849304]}"
00000000000000000078,12.2539187113444,241.50029581785202,870.2911784052849,2/19/22,2022,13.819486618041992,10.976899147033691,SAM.01,"{""type"":""Point"",""coordinates"":[-120.22565386975926,34.91212146065759]}"
00000000000000000079,12.019172732035319,239.15329653024673,897.8235738873482,2/19/22,2022,13.627605438232422,10.781526565551758,SAM.02,"{""type"":""Point"",""coordinates"":[-120.20014781173353,34.942354165799934]}"
0000000000000000007a,12.2539187113444,241.50029581785202,870.2911784052849,2/19/22,2022,13.819486618041992,10.976899147033691,SAM.03,"{""type"":""Point"",""coordinates"":[-120.22252803992077,34.93316841762986]}"
0000000000000000007b,12.019172732035319,239.15329653024673,897.8235738873482,2/19/22,2022,13.627605438232422,10.781526565551758,SAM.04,"{""type"":""Point"",""coordinates"":[-120.22502067740966,34.936445856904136]}"
0000000000000000007c,12.019172732035319,239.15329653024673,897.8235738873482,2/19/22,2022,13.627605438232422,10.781526565551758,SAM.05,"{""type"":""Point"",""coordinates"":[-120.22725914613848,34.94007556516164]}"
0000000000000000007d,13.101712322235107,391.4792934060097,1236.5110653601587,2/19/22,2022,14.240378379821777,11.691609382629395,SAM.06,"{""type"":""Point"",""coordinates"":[-120.17631391660287,34.53081481137532]}"
0000000000000000007e,13.101712322235107,391.4792934060097,1236.5110653601587,2/19/22,2022,14.240378379821777,11.691609382629395,SAM.07,"{""type"":""Point"",""coordinates"":[-120.17608650244912,34.53031093295628]}"
0000000000000000007f,13.101712322235107,391.4792934060097,1236.5110653601587,2/19/22,2022,14.240378379821777,11.691609382629395,SAM.08,"{""type"":""Point"",""coordinates"":[-120.17692481344717,34.53321826684313]}"
00000000000000000080,12.106629530588785,273.9731905590743,1023.9284683167934,2/20/22,2022,12.95801830291748,10.852083206176758,SLO.01,"{""type"":""Point"",""coordinates"":[-120.71787619864492,35.26426112994926]}"
00000000000000000081,12.812871297200521,301.0294934809208,1067.4370819428295,2/20/22,2022,13.292677879333496,11.21934700012207,SLO.02,"{""type"":""Point"",""coordinates"":[-120.67724932894697,35.28851418057894]}"
00000000000000000082,12.46767946879069,343.6039851780515,1247.9503720740322,2/20/22,2022,12.720194816589355,10.678144454956055,SLO.03,"{""type"":""Point"",""coordinates"":[-120.62859161825178,35.290324575606654]}"
00000000000000000083,12.497706254323324,262.06959332246333,1063.3756625764363,2/20/22,2022,13.30401611328125,11.299625396728516,SLO.04,"{""type"":""Point"",""coordinates"":[-120.46156261099179,35.196973295052764]}"
00000000000000000084,12.497706254323324,262.06959332246333,1063.3756625764363,2/20/22,2022,13.30401611328125,11.299625396728516,SLO.05,"{""type"":""Point"",""coordinates"":[-120.46156261099179,35.196973295052764]}"
00000000000000000085,12.497706254323324,262.06959332246333,1063.3756625764363,2/20/22,2022,13.30401611328125,11.299625396728516,SLO.06,"{""type"":""Point"",""coordinates"":[-120.45883364114708,35.22752259636992]}"
00000000000000000086,12.497706254323324,262.06959332246333,1063.3756625764363,2/20/22,2022,13.30401611328125,11.299625396728516,SLO.07,"{""type"":""Point"",""coordinates"":[-120.45680475016779,35.19149751895914]}"
