system:index,date,mean_temperature,point_id,treeholeid,.geo
0000000000000000001e_15,2021-12-07,11.694299697875977,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_16,2021-12-08,10.562699317932129,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_17,2021-12-09,9.139900207519531,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_18,2021-12-10,8.045499801635742,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_19,2021-12-11,8.131799697875977,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_20,2021-12-12,10.525599479675293,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_21,2021-12-13,9.812699317932129,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_22,2021-12-14,7.248199939727783,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_23,2021-12-15,8.48740005493164,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_24,2021-12-16,9.54069995880127,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_25,2021-12-17,7.930699825286865,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_26,2021-12-18,6.818899631500244,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_27,2021-12-19,6.340299606323242,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_28,2021-12-20,8.082499504089355,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_29,2021-12-21,8.572999954223633,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_30,2021-12-22,11.146499633789062,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_31,2021-12-23,12.875100135803223,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_32,2021-12-24,10.169699668884277,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_33,2021-12-25,8.389100074768066,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_34,2021-12-26,6.809799671173096,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_35,2021-12-27,7.098700046539307,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_36,2021-12-28,6.495899677276611,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_37,2021-12-29,8.5625,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_38,2021-12-30,8.892499923706055,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_39,2021-12-31,7.297999858856201,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_40,2022-01-01,6.13129997253418,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_41,2022-01-02,6.731899738311768,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_42,2022-01-03,9.363900184631348,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_43,2022-01-04,11.429100036621094,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_44,2022-01-05,12.095099449157715,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_45,2022-01-06,11.437399864196777,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_46,2022-01-07,9.89799976348877,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_47,2022-01-08,9.250100135803223,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_48,2022-01-09,9.945899963378906,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_49,2022-01-10,12.579299926757812,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_50,2022-01-11,12.942699432373047,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_51,2022-01-12,12.294899940490723,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_52,2022-01-13,12.045499801635742,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_53,2022-01-14,12.741899490356445,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_54,2022-01-15,13.268799781799316,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_55,2022-01-16,13.045999526977539,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_56,2022-01-17,12.021499633789062,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_57,2022-01-18,9.78809928894043,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_58,2022-01-19,11.640999794006348,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_59,2022-01-20,12.882999420166016,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_60,2022-01-21,13.762899398803711,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_61,2022-01-22,12.237099647521973,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_62,2022-01-23,11.646299362182617,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_63,2022-01-24,11.102899551391602,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_64,2022-01-25,10.64109992980957,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_65,2022-01-26,10.499099731445312,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_66,2022-01-27,12.249899864196777,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_67,2022-01-28,12.361599922180176,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_68,2022-01-29,11.520899772644043,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_69,2022-01-30,9.889900207519531,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_70,2022-01-31,9.29379940032959,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_71,2022-02-01,10.674200057983398,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_72,2022-02-02,11.377099990844727,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_73,2022-02-03,11.904500007629395,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_74,2022-02-04,10.904600143432617,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_75,2022-02-05,11.844399452209473,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_76,2022-02-06,12.812299728393555,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_77,2022-02-07,12.387099266052246,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_78,2022-02-08,15.322599411010742,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_79,2022-02-09,17.20039939880371,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_80,2022-02-10,18.273698806762695,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_81,2022-02-11,18.21299934387207,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_82,2022-02-12,17.94179916381836,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_83,2022-02-13,16.07900047302246,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_84,2022-02-14,10.523900032043457,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_85,2022-02-15,9.655099868774414,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_86,2022-02-16,15.156099319458008,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_87,2022-02-17,13.136899948120117,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_88,2022-02-18,13.353399276733398,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_89,2022-02-19,13.797100067138672,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_90,2022-02-20,10.47719955444336,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_91,2022-02-21,8.307899475097656,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_92,2022-02-22,5.721999645233154,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_93,2022-02-23,6.540799617767334,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_94,2022-02-24,7.388999938964844,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_95,2022-02-25,8.143400192260742,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_96,2022-02-26,9.100500106811523,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_97,2022-02-27,13.493799209594727,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_98,2022-02-28,15.825699806213379,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_99,2022-03-01,15.154199600219727,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_100,2022-03-02,14.62339973449707,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_101,2022-03-03,10.329899787902832,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_102,2022-03-04,9.403599739074707,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_103,2022-03-05,8.778499603271484,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_104,2022-03-06,9.860199928283691,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_105,2022-03-07,11.300700187683105,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_106,2022-03-08,14.538299560546875,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_107,2022-03-09,12.428199768066406,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_108,2022-03-10,12.405599594116211,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_109,2022-03-11,14.654500007629395,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_110,2022-03-12,13.182999610900879,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_111,2022-03-13,11.374799728393555,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_112,2022-03-14,13.444299697875977,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_113,2022-03-15,13.736199378967285,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_114,2022-03-16,13.479199409484863,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_115,2022-03-17,12.314199447631836,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_116,2022-03-18,13.556099891662598,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_117,2022-03-19,9.636099815368652,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_118,2022-03-20,12.150199890136719,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_119,2022-03-21,14.21399974822998,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_120,2022-03-22,18.59269905090332,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_121,2022-03-23,14.661599159240723,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_122,2022-03-24,14.626699447631836,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_123,2022-03-25,13.82409954071045,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_124,2022-03-26,14.065199851989746,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_125,2022-03-27,11.909500122070312,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_126,2022-03-28,12.43489933013916,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_127,2022-03-29,11.759599685668945,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_128,2022-03-30,11.116799354553223,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_129,2022-03-31,13.260499954223633,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_130,2022-04-01,14.676599502563477,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_131,2022-04-02,16.084999084472656,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_132,2022-04-03,15.387299537658691,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_133,2022-04-04,14.334099769592285,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_134,2022-04-05,15.144299507141113,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_135,2022-04-06,20.199298858642578,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_136,2022-04-07,23.50969886779785,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_137,2022-04-08,17.5846004486084,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_138,2022-04-09,14.737899780273438,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_139,2022-04-10,13.953499794006348,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_140,2022-04-11,8.288299560546875,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_141,2022-04-12,9.144499778747559,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_142,2022-04-13,9.642600059509277,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_143,2022-04-14,12.464200019836426,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_144,2022-04-15,13.696799278259277,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_145,2022-04-16,10.02139949798584,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_146,2022-04-17,9.876999855041504,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_147,2022-04-18,12.4576997756958,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_148,2022-04-19,12.648999214172363,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_149,2022-04-20,14.277400016784668,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_150,2022-04-21,13.16409969329834,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_151,2022-04-22,11.583499908447266,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_152,2022-04-23,14.223099708557129,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_153,2022-04-24,15.168600082397461,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_154,2022-04-25,14.236899375915527,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_155,2022-04-26,11.713500022888184,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_156,2022-04-27,12.64579963684082,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_157,2022-04-28,10.568699836730957,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_158,2022-04-29,14.2076997756958,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_159,2022-04-30,13.960000038146973,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_160,2022-05-01,15.336899757385254,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_161,2022-05-02,11.898300170898438,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_162,2022-05-03,16.49989891052246,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_163,2022-05-04,18.64349937438965,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_164,2022-05-05,14.829499244689941,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_165,2022-05-06,16.53619956970215,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_166,2022-05-07,12.518899917602539,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_167,2022-05-08,10.233699798583984,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_168,2022-05-09,9.880099296569824,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_169,2022-05-10,9.598199844360352,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_170,2022-05-11,11.026599884033203,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_171,2022-05-12,11.608399391174316,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_172,2022-05-13,16.47559928894043,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_173,2022-05-14,18.81879997253418,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_174,2022-05-15,15.462499618530273,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
0000000000000000001e_175,2022-05-16,13.26729965209961,0000000000000000001e,JR.20,"{""type"":""Point"",""coordinates"":[-122.24073055401354,37.401900665758575]}"
